"Product title","Product variant title","Product variant SKU","Month","Shipping country","Product variant SKU at time of sale","Net items sold"
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Spain","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","South Korea","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Taiwan","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","South Korea","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","Denmark","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Canada","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Singapore","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","Australia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","Czech Republic","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","China","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","Germany","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","South Korea","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","Australia","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","South Korea","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","Switzerland","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","United Kingdom","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-02-01","Switzerland","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","Singapore","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","Japan","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Saudi Arabia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","Taiwan","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","Germany","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Saudi Arabia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Japan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","South Korea","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","Qatar","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","Denmark","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Taiwan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Germany","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","Italy","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","Denmark","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Norway","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Denmark","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","United States","BD1-NP",18
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","Taiwan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Canada","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Colombia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","Canada","BD1-NP",6
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Thailand","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Australia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-02-01","Japan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","Denmark","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","Japan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","Netherlands","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","United States","BD1-NP",26
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","United Kingdom","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","Cyprus","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","Mexico","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","Taiwan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","United States","BD1-NP",45
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Hong Kong","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Bulgaria","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","Netherlands","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","France","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Netherlands","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-02-01","United States","BD1-NP",15
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Sweden","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","Japan","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Belgium","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Switzerland","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Singapore","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","Australia","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Poland","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Hong Kong","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Estonia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","Taiwan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","Denmark","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","Australia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","Peru","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Singapore","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","Sweden","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","Japan","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","Malaysia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Sweden","BD1-NP",0
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","Spain","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","Japan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Japan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","Australia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","United States","BD1-NP",27
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Australia","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","United Kingdom","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","Israel","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01",,"BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","United Arab Emirates","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","China","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","Netherlands","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","United Arab Emirates","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","United Arab Emirates","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Romania","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Hong Kong","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","Hong Kong","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","Canada","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-02-01","Taiwan","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","France","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","Singapore","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","United Kingdom","BD1-NP",4
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","Norway","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","United States","BD1-NP",24
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","United States","BD1-NP",29
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","United Arab Emirates","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","Turkmenistan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Switzerland","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Taiwan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","United Kingdom","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","United States","BD1-NP",24
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Japan","BD1-NP",6
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","Hong Kong","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Portugal","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","South Korea","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Denmark","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","Singapore","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","Netherlands","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","South Korea","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Singapore","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","Japan","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","Austria","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Germany","BD1-NP",5
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-01-01","Singapore","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Australia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","United States","BD1-NP",22
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","United Kingdom","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","Finland","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","Belgium","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","United Kingdom","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","Germany","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","United Kingdom","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Netherlands","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Germany","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","Finland","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Netherlands","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","Spain","BD1-NP",-1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","New Zealand","BD1-NP",0
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","Thailand","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","Canada","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-02-01","Australia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Japan","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","South Africa","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","Germany","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Denmark","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","United States","BD1-NP",46
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","Taiwan","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","Saudi Arabia","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","China","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-11-01","Denmark","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-04-01","United States","BD1-NP",18
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-08-01","Bahrain","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Taiwan","BD1-NP",3
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-10-01","Egypt","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","Norway","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-07-01","Hungary","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-12-01","Norway","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-05-01","Czech Republic","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-03-01","Germany","BD1-NP",2
"BIRD Travel Sleeve","Default Title","BD1-NP","2026-02-01","Finland","BD1-NP",1
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-06-01","Germany","BD1-NP",4
"BIRD Travel Sleeve","Default Title","BD1-NP","2025-09-01","Australia","BD1-NP",2
"BIRD-P Basket Sub Assembly","Default Title","PT-00-BASKET-SUB-ASSY-BIRDP-A","2026-04-01","Japan","PT-00-BASKET-SUB-ASSY-BIRDP-A",1
"BIRD-P Shaft Washer","Default Title","PT-SHAFT-WASHER-BIRDP-B","2026-04-01","China","PT-SHAFT-WASHER-BIRDP-B",2
"BIRD-P Spinner Sub Assembly","Default Title","PT-00-SPINNER-SUB-ASSY-BIRDP-B-PB","2026-04-01","United States","PT-00-SPINNER-SUB-ASSY-BIRDP-B-PB",1
"BNG O-Ring","Default Title","PT-ID19_WD3_ORING_FKM","2026-04-01","United States","PT-ID19_WD3_ORING_FKM",16
"Bean Funnel","Default Title","BNF","2025-12-01","France","BNF",2
"Bean Funnel","Default Title","BNF","2025-08-01","Qatar","BNF",2
"Bean Funnel","Default Title","BNF","2025-10-01","France","BNF",1
"Bean Funnel","Default Title","BNF","2025-06-01","United States","BNF",9
"Bean Funnel","Default Title","BNF","2026-01-01","Singapore","BNF",1
"Bean Funnel","Default Title","BNF","2026-03-01","United States","BNF",8
"Bean Funnel","Default Title","BNF","2026-04-01","South Korea","BNF",1
"Bean Funnel","Default Title","BNF","2025-10-01","Japan","BNF",2
"Bean Funnel","Default Title","BNF","2025-09-01","Canada","BNF",1
"Bean Funnel","Default Title","BNF","2025-08-01","Hong Kong","BNF",2
"Bean Funnel","Default Title","BNF","2025-05-01","Germany","BNF",3
"Bean Funnel","Default Title","BNF","2026-04-01","Israel","BNF",1
"Bean Funnel","Default Title","BNF","2025-05-01","South Korea","BNF",1
"Bean Funnel","Default Title","BNF","2025-10-01","Canada","BNF",1
"Bean Funnel","Default Title","BNF","2025-09-01","Kuwait","BNF",1
"Bean Funnel","Default Title","BNF","2026-02-01","United Kingdom","BNF",1
"Bean Funnel","Default Title","BNF","2025-10-01","United States","BNF",20
"Bean Funnel","Default Title","BNF","2025-07-01","Germany","BNF",2
"Bean Funnel","Default Title","BNF","2025-12-01","Germany","BNF",1
"Bean Funnel","Default Title","BNF","2026-01-01","Portugal","BNF",1
"Bean Funnel","Default Title","BNF","2025-07-01","Italy","BNF",1
"Bean Funnel","Default Title","BNF","2025-08-01","United States","BNF",8
"Bean Funnel","Default Title","BNF","2025-05-01","Poland","BNF",1
"Bean Funnel","Default Title","BNF","2025-07-01","Japan","BNF",2
"Bean Funnel","Default Title","BNF","2025-07-01","United States","BNF",5
"Bean Funnel","Default Title","BNF","2026-01-01","United States","BNF",16
"Bean Funnel","Default Title","BNF","2025-08-01","Japan","BNF",1
"Bean Funnel","Default Title","BNF","2026-04-01","Canada","BNF",1
"Bean Funnel","Default Title","BNF","2025-05-01","Netherlands","BNF",1
"Bean Funnel","Default Title","BNF","2025-08-01","Germany","BNF",1
"Bean Funnel","Default Title","BNF","2026-04-01","Austria","BNF",1
"Bean Funnel","Default Title","BNF","2025-07-01","Mexico","BNF",1
"Bean Funnel","Default Title","BNF","2025-06-01","Philippines","BNF",1
"Bean Funnel","Default Title","BNF","2025-09-01","Germany","BNF",1
"Bean Funnel","Default Title","BNF","2026-04-01","United States","BNF",14
"Bean Funnel","Default Title","BNF","2025-08-01","France","BNF",1
"Bean Funnel","Default Title","BNF","2026-04-01","Poland","BNF",1
"Bean Funnel","Default Title","BNF","2025-12-01","United States","BNF",13
"Bean Funnel","Default Title","BNF","2026-02-01","Monaco","BNF",1
"Bean Funnel","Default Title","BNF","2026-02-01","Germany","BNF",1
"Bean Funnel","Default Title","BNF","2025-11-01","Denmark","BNF",1
"Bean Funnel","Default Title","BNF","2026-04-01","Saudi Arabia","BNF",1
"Bean Funnel","Default Title","BNF","2025-10-01","United Kingdom","BNF",2
"Bean Funnel","Default Title","BNF","2025-12-01","Hong Kong","BNF",1
"Bean Funnel","Default Title","BNF","2026-03-01","Australia","BNF",3
"Bean Funnel","Default Title","BNF","2026-01-01","United Arab Emirates","BNF",1
"Bean Funnel","Default Title","BNF","2025-08-01","Netherlands","BNF",1
"Bean Funnel","Default Title","BNF","2026-04-01","Japan","BNF",2
"Bean Funnel","Default Title","BNF","2026-03-01","Netherlands","BNF",1
"Bean Funnel","Default Title","BNF","2025-11-01","Germany","BNF",1
"Bean Funnel","Default Title","BNF","2026-03-01","Indonesia","BNF",1
"Bean Funnel","Default Title","BNF","2026-03-01","Taiwan","BNF",1
"Bean Funnel","Default Title","BNF","2025-08-01","Ireland","BNF",1
"Bean Funnel","Default Title","BNF","2025-11-01","United States","BNF",7
"Bean Funnel","Default Title","BNF","2026-02-01","United Arab Emirates","BNF",1
"Bean Funnel","Default Title","BNF","2025-09-01","United States","BNF",12
"Bean Funnel","Default Title","BNF","2025-10-01","Greece","BNF",1
"Bean Funnel","Default Title","BNF","2025-06-01","Japan","BNF",2
"Bean Funnel","Default Title","BNF","2026-01-01","Germany","BNF",3
"Bean Funnel","Default Title","BNF","2025-09-01","Switzerland","BNF",1
"Bean Funnel","Default Title","BNF","2025-11-01","United Kingdom","BNF",2
"Bean Funnel","Default Title","BNF","2025-05-01","Malaysia","BNF",1
"Bean Funnel","Default Title","BNF","2025-07-01","United Kingdom","BNF",2
"Bean Funnel","Default Title","BNF","2025-07-01","France","BNF",1
"Bean Funnel","Default Title","BNF","2025-05-01","Japan","BNF",1
"Bean Funnel","Default Title","BNF","2025-12-01","United Kingdom","BNF",1
"Bean Funnel","Default Title","BNF","2026-02-01","Japan","BNF",1
"Bean Funnel","Default Title","BNF","2025-12-01","Australia","BNF",3
"Bean Funnel","Default Title","BNF","2026-03-01","Germany","BNF",2
"Bean Funnel","Default Title","BNF","2025-10-01","Switzerland","BNF",1
"Bean Funnel","Default Title","BNF","2025-06-01","United Kingdom","BNF",5
"Bean Funnel","Default Title","BNF","2026-02-01","United States","BNF",11
"Bean Funnel","Default Title","BNF","2025-10-01","Australia","BNF",1
"Bean Funnel","Default Title","BNF","2026-01-01","Australia","BNF",1
"Bean Funnel","Default Title","BNF","2025-06-01","Taiwan","BNF",1
"Bean Funnel","Default Title","BNF","2026-01-01","Japan","BNF",1
"Bean Funnel","Default Title","BNF","2025-11-01","Japan","BNF",1
"Bean Funnel","Default Title","BNF","2026-03-01","South Korea","BNF",1
"Bean Funnel","Default Title","BNF","2026-04-01","India","BNF",1
"Bean Funnel","Default Title","BNF","2026-04-01","Germany","BNF",4
"Bean Funnel","Default Title","BNF","2026-03-01","Cyprus","BNF",1
"Bean Funnel","Default Title","BNF","2026-01-01","Kuwait","BNF",5
"Bean Funnel","Default Title","BNF","2026-03-01","Japan","BNF",2
"Bean Funnel","Default Title","BNF","2025-05-01","United States","BNF",13
"Bean Funnel","Default Title","BNF","2025-10-01","China","BNF",1
"Bean Funnel","Default Title","BNF","2025-08-01","Taiwan","BNF",1
"Bean Funnel","Default Title","BNF","2025-06-01","United Arab Emirates","BNF",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-02-01","Hungary","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-02-01","Italy","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Germany","BD1-DC",5
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","South Korea","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-02-01","Canada","BD1-DC",3
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Iceland","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-04-01","Germany","BD1-DC",3
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-04-01","United States","BD1-DC",10
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","France","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Switzerland","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Spain","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-04-01","Switzerland","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-04-01","Japan","BD1-DC",4
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-04-01","Australia","BD1-DC",2
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-04-01",,"BD1-DC",2
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Aruba","BD1-DC",0
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-02-01","Austria","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Canada","BD1-DC",2
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Taiwan","BD1-DC",4
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Japan","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-04-01","Austria","BD1-DC",2
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","United States","BD1-DC",16
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-02-01","Japan","BD1-DC",4
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-02-01","Australia","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-04-01","Canada","BD1-DC",5
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-04-01","Netherlands","BD1-DC",3
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-04-01","Singapore","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-02-01","Cyprus","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Ireland","BD1-DC",2
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-02-01","France","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Denmark","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-03-01","Australia","BD1-DC",1
"Bird / RoadRunner - Drip Catcher","Default Title","BD1-DC","2026-02-01","United States","BD1-DC",7
"Blind Shaker - No Magnet Installed","Silver","BSH-2","2025-07-01","United States","BSH-2",2
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2026-04-01","Germany","BSH-B-2",2
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-06-01","Germany","BSH-B-2",3
"Blind Shaker - No Magnet Installed","Silver","BSH-2","2025-07-01","Italy","BSH-2",1
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2026-04-01","Netherlands","BSH-B-2",1
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-07-01","United Kingdom","BSH-B-2",4
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2026-01-01","Australia","BSH-B-2",4
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-05-01","Estonia","BSH-B-2",1
"Blind Shaker - No Magnet Installed","Silver","BSH-2","2025-11-01","Netherlands","BSH-2",1
"Blind Shaker - No Magnet Installed","Silver","BSH-2","2025-08-01","Israel","BSH-2",2
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-05-01","Switzerland","BSH-B-2",2
"Blind Shaker - No Magnet Installed","Silver","BSH-2","2026-01-01","Italy","BSH-2",2
"Blind Shaker - No Magnet Installed","Silver","BSH-2","2026-01-01","Mexico","BSH-2",1
"Blind Shaker - No Magnet Installed","Silver","BSH-2","2026-03-01","United States","BSH-2",10
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-11-01","Germany","BSH-B-2",2
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-12-01","Romania","BSH-B-2",1
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-08-01","Finland","BSH-B-2",1
"Blind Shaker - No Magnet Installed","Silver","BSH-2","2026-01-01","Hong Kong","BSH-2",1
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-08-01","United States","BSH-B-2",12
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-10-01","Germany","BSH-B-2",1
"Blind Shaker - No Magnet Installed","Silver","BSH-2","2025-06-01","Portugal","BSH-2",1
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2026-01-01","United States","BSH-B-2",24
"Blind Shaker - No Magnet Installed","Silver","BSH-2","2025-12-01","United States","BSH-2",10
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-11-01","Australia","BSH-B-2",1
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2025-09-01","United States","BSH-B-2",9
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2026-01-01","Belgium","BSH-B-2",1
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2026-04-01","United States","BSH-B-2",13
"Blind Shaker - No Magnet Installed","Onyx","BSH-B-2","2026-01-01","Taiwan","BSH-B-2",3
